City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mwene-ditu,-7.0,23.45,22.31,66,100,2.53,CD,1727483423
364,dinguiraye,11.3,-10.7167,21.59,96,100,0.57,GN,1727483424
365,monywa,22.1167,95.1333,27.57,84,92,1.84,MM,1727483425
366,nchelenge,-9.3451,28.734,22.65,40,89,2.3,ZM,1727483427
367,sinabang,2.4803,96.3801,25.99,84,100,2.41,ID,1727483428
368,galliano,29.4422,-90.2992,27.0,53,0,4.63,US,1727483429
369,chopda,21.25,75.3,24.91,94,100,1.04,IN,1727483430
370,happy valley-goose bay,53.3168,-60.3315,10.17,81,20,2.57,CA,1727483432
371,sao joaquim de bicas,-20.0492,-44.2739,27.19,33,71,1.03,BR,1727483433
372,carolina beach,34.0352,-77.8936,27.04,86,100,6.63,US,1727483434
373,khandyga,62.6667,135.6,4.65,75,100,2.53,RU,1727483437
374,bairnsdale,-37.8333,147.6167,16.7,69,0,0.89,AU,1727483438
375,moroto,2.5345,34.6666,22.1,59,99,1.38,UG,1727483439
376,atar,20.5169,-13.0499,32.5,34,100,4.8,MR,1727482867
377,el calafate,-50.3408,-72.2768,3.48,71,13,4.84,AR,1727483442
378,kill devil hills,36.0307,-75.676,26.66,92,75,7.72,US,1727483443
379,birjand,32.8663,59.2211,13.26,41,0,4.12,IR,1727483444
380,ust'-barguzin,53.45,108.9833,5.8,56,100,1.35,RU,1727483446
381,zymohiria,48.5857,38.9273,15.58,63,15,4.89,UA,1727483447
382,dergachi,51.2328,48.7659,9.32,39,0,3.21,RU,1727483448
383,domna,51.8971,113.1573,1.09,60,100,1.0,RU,1727483449
384,nova vicosa,-17.8919,-39.3719,24.42,78,0,6.73,BR,1727483450
385,adolfo lopez mateos,28.4667,-107.3,19.62,26,0,5.31,MX,1727483452
386,conde,-7.2597,-34.9075,24.7,88,20,4.12,BR,1727483453
387,dwarka,22.2394,68.9678,27.55,81,100,6.64,IN,1727483454
388,tucurui,-3.7661,-49.6725,28.66,55,70,1.0,BR,1727483312
389,kulhudhuffushi,6.6221,73.07,27.85,79,22,6.48,MV,1727483457
390,sparta,43.9441,-90.8129,21.85,81,0,0.0,US,1727483458
391,east ballina,-28.8667,153.5833,17.6,92,100,14.05,AU,1727483461
392,maintirano,-18.0667,44.0167,24.77,76,76,2.99,MG,1727483462
393,seka,17.9285,103.9552,27.08,83,15,0.19,TH,1727483464
394,loyew,51.9458,30.7953,17.88,69,23,3.53,BY,1727483465
395,santa terezinha,-29.9002,-50.0904,15.89,87,1,2.4,BR,1727483466
396,basco,20.4487,121.9702,28.99,80,99,10.29,PH,1727483468
397,argo,37.6333,22.7333,22.22,58,8,1.49,GR,1727483469
398,duong dong,10.2167,103.9667,28.02,81,46,1.99,VN,1727483470
399,zag,46.9441,99.165,5.2,56,100,1.71,MN,1727483472
400,desaguadero,-16.5656,-69.0417,11.35,60,80,2.85,PE,1727483473
401,darlowo,54.421,16.4107,13.23,75,0,7.83,PL,1727483474
402,falconara marittima,43.6233,13.4031,24.92,62,100,2.06,IT,1727483476
403,la passe,45.5549,-0.8967,12.52,79,19,4.44,FR,1727483477
404,el bayadh,33.6832,1.0193,18.84,69,12,3.09,DZ,1727483478
405,kayangel,8.0823,134.7173,28.77,75,5,3.36,PW,1727483480
406,sangueya,10.7,-14.3667,24.07,98,100,1.05,GN,1727483481
407,el alto,-4.2714,-81.2147,16.73,86,93,8.81,PE,1727483483
408,poyang,28.9924,116.6675,26.37,73,0,2.99,CN,1727483484
409,acapulco de juarez,16.8634,-99.8901,21.65,93,100,3.26,MX,1727483485
410,hassi messaoud,31.6804,6.0729,30.11,31,0,3.45,DZ,1727483429
411,portland,45.5234,-122.6762,23.09,58,40,3.09,US,1727482881
412,matipo,-20.2839,-42.3411,21.7,52,3,1.9,BR,1727483491
413,port lincoln,-34.7333,135.8667,18.64,38,100,11.32,AU,1727483492
414,micheweni,-4.9667,39.8333,23.55,79,9,4.4,TZ,1727483494
415,kolokani,13.5728,-8.0339,22.53,75,99,5.8,ML,1727483495
416,nadym,65.5333,72.5167,7.49,93,71,4.8,RU,1727483496
417,plettenberg bay,-34.0527,23.3716,13.92,91,100,0.91,ZA,1727483498
418,zhanaozen,43.3,52.8,10.47,45,94,6.32,KZ,1727483499
419,kruisfontein,-34.0033,24.7314,13.03,87,100,1.8,ZA,1727483500
420,quelimane,-17.8786,36.8883,22.97,94,0,2.06,MZ,1727483502
421,sasovo,54.3537,41.9199,16.9,27,100,9.06,RU,1727483503
422,vrangel',42.7297,133.0839,17.35,60,0,1.61,RU,1727483504
423,temryuk,45.2722,37.3811,16.83,66,0,2.74,RU,1727483506
424,porbandar,21.6422,69.6093,27.07,84,100,4.42,IN,1727483507
425,cafayate,-26.073,-65.9761,17.45,42,0,2.45,AR,1727483508
426,belyy yar,53.6039,91.3903,-0.06,93,40,1.0,RU,1727483510
427,pariaman,-0.619,100.12,26.03,79,73,1.01,ID,1727483511
428,fisterra,42.9049,-9.2629,14.11,79,22,3.28,ES,1727483512
429,saint croix,17.7397,-64.7388,27.25,88,0,2.57,VI,1727483514
430,egilsstadir,65.2653,-14.3948,-3.05,80,0,2.06,IS,1727483515
431,grassano,40.6346,16.2779,20.0,59,89,0.76,IT,1727483517
432,tindouf,27.6711,-8.1474,22.42,59,0,5.91,DZ,1727483518
433,aswan,24.0934,32.907,31.61,30,0,3.09,EG,1727483519
434,san felipe,10.3399,-68.7425,22.3,97,56,0.92,VE,1727483521
435,burewala,30.1667,72.65,29.2,55,0,3.79,PK,1727483522
436,selibaby,15.159,-12.1829,29.84,64,80,2.38,MR,1727483525
437,miramichi,47.0043,-65.4654,12.98,94,100,3.33,CA,1727483458
438,ubari,26.5921,12.7805,29.05,28,0,5.75,LY,1727483528
439,walvis bay,-22.9575,14.5053,13.53,94,1,3.6,NA,1727483529
440,prince george,53.9166,-122.753,14.69,36,20,9.77,CA,1727483364
441,cabo san lucas,22.8909,-109.9124,34.17,41,0,4.02,MX,1727483433
442,catemaco,18.4167,-95.1167,22.83,96,100,1.12,MX,1727483533
443,lospalos,-8.5186,127.0025,27.05,64,44,4.81,TL,1727483534
444,paranaiba,-19.6772,-51.1908,27.56,45,3,2.61,BR,1727483536
445,xining,36.6167,101.7667,16.63,65,26,0.19,CN,1727483537
446,hilo,19.7297,-155.09,27.85,83,100,1.54,US,1727483538
447,olyokminsk,60.3736,120.4264,3.24,75,100,3.93,RU,1727483541
448,nizhnesortymskiy,62.4397,71.7603,7.28,91,90,4.88,RU,1727483543
449,leua,48.2156,18.6071,15.21,75,100,5.75,SK,1727483544
450,zouerate,22.7187,-12.4521,30.07,30,9,6.54,MR,1727483545
451,saraipali,21.3333,83.0,24.11,92,100,1.44,IN,1727483547
452,pecos,31.4229,-103.4932,32.05,20,0,4.63,US,1727483548
453,yerofey pavlovich,53.9667,121.9667,5.88,70,99,1.95,RU,1727483551
454,gasa,31.5,34.4667,24.33,70,0,2.19,PS,1727483552
455,la'ie,21.6477,-157.9253,28.66,76,13,3.13,US,1727483554
456,idri,27.5,13.2667,27.64,26,0,5.64,LY,1727483555
457,dumka,24.2667,87.25,24.95,96,87,2.25,IN,1727483558
458,nasir,15.5894,32.5634,32.95,38,30,4.66,SD,1727483559
459,kolonia town,6.964,158.206,32.0,79,75,3.09,FM,1727483561
460,lazaro cardenas,17.9583,-102.2,25.01,88,100,1.28,MX,1727483562
461,ngereklmadel,7.4883,134.4856,30.05,74,75,2.06,PW,1727483563
462,al bardiyah,31.7561,25.0865,23.32,75,0,3.95,LY,1727483565
463,tidjikja,18.5564,-11.4271,30.64,44,100,2.6,MR,1727483566
464,watampone,-4.5386,120.3279,29.09,67,49,2.71,ID,1727483567
465,balabac,7.9868,117.0645,28.85,69,100,0.46,PH,1727483569
466,tyuratam,45.6507,63.3156,10.29,27,0,5.32,KZ,1727483570
467,luanda,-8.8368,13.2343,23.0,88,75,2.57,AO,1727483571
468,newman,37.3138,-121.0208,32.8,30,0,1.79,US,1727483573
469,santo antonio do ica,-3.1022,-67.9397,23.03,94,31,1.01,BR,1727483574
470,crane,31.3974,-102.3501,28.4,29,0,3.1,US,1727483576
471,barroquinha,-3.0189,-41.1361,24.47,81,100,2.92,BR,1727483577
472,harper,4.375,-7.7169,24.71,90,100,4.74,LR,1727483578
473,margate,51.3813,1.3862,10.39,68,14,0.89,GB,1727483580
474,sittwe,20.15,92.9,26.47,88,100,2.09,MM,1727483581
475,karratha,-20.7377,116.8463,25.35,41,0,4.09,AU,1727483582
476,varadero,23.1536,-81.2514,27.42,88,100,4.15,CU,1727483584
477,gaalkacyo,6.7697,47.4308,24.04,74,100,6.83,SO,1727483585
478,vilyuchinsk,52.9306,158.4028,8.15,60,9,1.07,RU,1727483586
479,borgarnes,64.5383,-21.9206,1.39,89,89,3.01,IS,1727483588
480,martapura,-3.4167,114.85,28.05,94,0,3.09,ID,1727483589
481,toliara,-23.35,43.6667,23.53,78,100,2.43,MG,1727483590
482,dzilam gonzalez,21.2833,-88.9333,25.59,87,100,1.34,MX,1727483592
483,yuzhno-kurilsk,44.0306,145.8556,17.18,86,100,5.38,RU,1727483593
484,zapolyarnyy,69.4154,30.8136,4.95,96,100,8.95,RU,1727483595
485,grandview,38.8858,-94.533,22.97,57,0,5.14,US,1727483597
486,lensk,60.7253,114.9278,2.84,86,72,3.76,RU,1727483599
487,lubang,13.8584,120.124,28.9,75,100,5.36,PH,1727483600
488,fada,7.25,4.0667,22.15,100,100,1.03,NG,1727483602
489,dubbo,-32.25,148.6167,18.07,48,0,8.23,AU,1727483603
490,trinidad,-14.8333,-64.9,27.2,43,40,2.1,BO,1727483604
491,mahdia,35.5047,11.0622,25.78,78,5,4.52,TN,1727483606
492,santa cruz,-17.8,-63.1667,22.7,56,0,0.0,BO,1727483607
493,kargasok,59.0556,80.8572,0.24,90,100,3.43,RU,1727483608
494,rufino,-34.2683,-62.7126,15.41,29,0,4.6,AR,1727483611
495,laredo,27.5064,-99.5075,34.14,33,0,3.6,US,1727483612
496,askoy,60.4092,5.226,6.16,70,75,5.66,NO,1727483614
497,beppu,33.2736,131.4919,25.94,75,100,1.9,JP,1727483615
498,crestview,30.7621,-86.5705,24.15,69,0,4.12,US,1727483616
499,la ronge,55.1001,-105.2842,17.14,42,20,6.17,CA,1727483618
500,swift current,50.2834,-107.8014,23.45,21,0,7.72,CA,1727483619
501,singkawang,0.9,109.0,28.04,79,96,2.2,ID,1727483621
502,madang,-5.2246,145.7966,30.01,65,92,2.28,PG,1727483622
503,magadan,59.5667,150.8,8.38,62,0,2.44,RU,1727483623
504,stettler,52.3168,-112.7186,15.13,42,8,3.49,CA,1727483625
505,rabaul,-4.1967,152.1721,27.65,78,100,1.77,PG,1727483626
506,codrington,-38.2667,141.9667,17.78,45,8,8.8,AU,1727483627
507,malanje,-9.5402,16.341,20.05,73,100,3.15,AO,1727483629
508,phek,25.6667,94.5,18.78,99,97,0.35,IN,1727483630
509,hammerfest,70.6634,23.6821,2.25,93,56,1.54,NO,1727483631
510,starozhilovo,54.2254,39.916,18.28,32,100,8.89,RU,1727483633
511,kitimat,54.0524,-128.6534,10.51,30,51,2.68,CA,1727483634
512,kapa'a,22.0752,-159.319,29.18,71,20,5.66,US,1727483636
513,san antonio de pale,-1.4014,5.6325,25.29,85,99,6.27,GQ,1727483637
514,inirida,3.8653,-67.9239,25.12,83,8,0.66,CO,1727483638
515,gereida,11.2811,25.1414,26.93,61,27,3.51,SD,1727483640
516,sena madureira,-9.0656,-68.6569,23.0,92,25,0.7,BR,1727483641
517,bam,29.106,58.357,25.61,26,0,4.23,IR,1727483642
518,sambava,-14.2667,50.1667,18.74,81,44,3.16,MG,1727483644
519,longido,-2.7333,36.6833,17.3,81,82,2.85,TZ,1727483645
520,gray,35.4167,-100.802,26.89,34,0,3.45,US,1727483646
521,serdar,38.9764,56.2757,13.53,16,95,4.25,TM,1727483648
522,akureyri,65.6835,-18.0878,0.96,75,100,1.03,IS,1727483649
523,kangding,30.0513,101.9603,17.66,80,38,0.62,CN,1727483651
524,salta,-24.7859,-65.4117,18.1,61,0,2.57,AR,1727483652
525,manchester,53.4809,-2.2374,5.88,89,3,2.06,GB,1727483644
526,santa elena de uairen,4.6167,-61.1333,20.3,86,97,1.65,VE,1727483656
527,tibati,6.4667,12.6333,19.39,98,100,1.26,CM,1727483658
528,noshiro,40.2039,140.0242,22.46,60,6,1.14,JP,1727483659
529,puerto deseado,-47.7503,-65.8938,7.21,78,96,7.27,AR,1727483660
530,salavan,15.7167,106.4167,26.52,83,13,1.03,LA,1727483662
531,yaita,36.8,139.9333,23.72,78,100,1.8,JP,1727483663
532,aoulef,26.9667,1.0833,32.4,21,73,4.03,DZ,1727483664
533,mutoko,-17.397,32.2268,16.25,47,0,2.11,ZW,1727483666
534,tshabong,-26.05,22.45,20.49,18,100,1.86,BW,1727483667
535,den burg,53.0542,4.7972,11.99,76,75,6.17,NL,1727483668
536,alo,6.5486,4.2686,24.45,92,100,2.78,NG,1727483670
537,baharly,38.4362,57.4316,14.88,22,99,2.28,TM,1727483671
